Order ID,Product
180031,"['Vareebadd Phone', 'USB-C Charging Cable']"
180108,"['Bose SoundSport Headphones', 'AA Batteries (4-pack)']"
180130,['Bose SoundSport Headphones']
180131,['Apple Airpods Headphones']
180132,['Apple Airpods Headphones']
180133,['iPhone']
180135,"['Google Phone', 'Wired Headphones']"
180136,['USB-C Charging Cable']
180137,['Flatscreen TV']
180138,['USB-C Charging Cable']
180139,['USB-C Charging Cable']
180161,"['USB-C Charging Cable', 'ThinkPad Laptop']"
180180,['AAA Batteries (4-pack)']
180181,['Lightning Charging Cable']
180182,['USB-C Charging Cable']
180183,['USB-C Charging Cable']
180184,['USB-C Charging Cable']
180185,['AA Batteries (4-pack)']
180186,['Lightning Charging Cable']
180187,['AA Batteries (4-pack)']
180188,['USB-C Charging Cable']
180189,['Bose SoundSport Headphones']
180190,['Flatscreen TV']
180191,['Lightning Charging Cable']
180192,['Macbook Pro Laptop']
180193,['USB-C Charging Cable']
180194,['Apple Airpods Headphones']
180195,['AAA Batteries (4-pack)']
180196,['Wired Headphones']
180197,['AA Batteries (4-pack)']
180198,['USB-C Charging Cable']
180199,['ThinkPad Laptop']
180201,['Bose SoundSport Headphones']
180202,['Lightning Charging Cable']
180203,['Apple Airpods Headphones']
180204,['AA Batteries (4-pack)']
180205,['Lightning Charging Cable']
180206,['iPhone']
180207,['Apple Airpods Headphones']
180208,['Macbook Pro Laptop']
180209,['USB-C Charging Cable']
180213,"['27in FHD Monitor', 'AAA Batteries (4-pack)']"
180218,['20in Monitor']
180219,['AA Batteries (4-pack)']
180220,['Lightning Charging Cable']
180221,['Bose SoundSport Headphones']
180222,['Flatscreen TV']
180224,['Wired Headphones']
180225,['Lightning Charging Cable']
180226,['USB-C Charging Cable']
180227,"['Bose SoundSport Headphones', 'USB-C Charging Cable']"
180228,['AAA Batteries (4-pack)']
180229,['AA Batteries (4-pack)']
180230,['USB-C Charging Cable']
180232,['USB-C Charging Cable']
180233,['Wired Headphones']
180236,['iPhone']
180237,"['iPhone', 'AAA Batteries (4-pack)']"
180240,['Vareebadd Phone']
180242,['USB-C Charging Cable']
180243,['AA Batteries (4-pack)']
180244,['Bose SoundSport Headphones']
180245,['20in Monitor']
180246,['AAA Batteries (4-pack)']
180247,['USB-C Charging Cable']
180248,['AA Batteries (4-pack)']
180249,['AA Batteries (4-pack)']
180250,['Wired Headphones']
180251,['Lightning Charging Cable']
180252,['Flatscreen TV']
180253,['Lightning Charging Cable']
180255,['Bose SoundSport Headphones']
180257,['Apple Airpods Headphones']
180258,['Wired Headphones']
180260,['AA Batteries (4-pack)']
180261,['AAA Batteries (4-pack)']
180262,['USB-C Charging Cable']
180264,['Bose SoundSport Headphones']
180265,['AA Batteries (4-pack)']
180266,['Flatscreen TV']
180268,['Wired Headphones']
180269,['Lightning Charging Cable']
180270,['Lightning Charging Cable']
180271,['Flatscreen TV']
180272,['Apple Airpods Headphones']
180274,['Bose SoundSport Headphones']
180275,['AA Batteries (4-pack)']
180278,['iPhone']
180280,['Lightning Charging Cable']
180281,['Lightning Charging Cable']
180283,['Apple Airpods Headphones']
180284,['AA Batteries (4-pack)']
180285,['Lightning Charging Cable']
180286,['AAA Batteries (4-pack)']
180287,['Apple Airpods Headphones']
180288,['USB-C Charging Cable']
180289,['Lightning Charging Cable']
180290,['AAA Batteries (4-pack)']
180291,['Lightning Charging Cable']
180292,['Wired Headphones']
180293,['Bose SoundSport Headphones']
180294,['AA Batteries (4-pack)']
180295,['AA Batteries (4-pack)']
180296,['Apple Airpods Headphones']
180297,['USB-C Charging Cable']
180298,['AA Batteries (4-pack)']
180299,['Apple Airpods Headphones']
180303,['Apple Airpods Headphones']
180304,['AAA Batteries (4-pack)']
180305,['Apple Airpods Headphones']
180306,['AAA Batteries (4-pack)']
180307,['Flatscreen TV']
180309,['Wired Headphones']
180313,['Lightning Charging Cable']
180318,['Lightning Charging Cable']
180319,['ThinkPad Laptop']
180320,['Lightning Charging Cable']
180321,['USB-C Charging Cable']
180322,"['iPhone', 'USB-C Charging Cable']"
180323,['20in Monitor']
180324,['USB-C Charging Cable']
180326,['20in Monitor']
180327,['Apple Airpods Headphones']
180328,['Apple Airpods Headphones']
180329,['Wired Headphones']
180330,['Wired Headphones']
180331,['USB-C Charging Cable']
180332,['AA Batteries (4-pack)']
180333,"['AA Batteries (4-pack)', 'Wired Headphones']"
180335,['ThinkPad Laptop']
180336,['AAA Batteries (4-pack)']
180337,['USB-C Charging Cable']
180338,['USB-C Charging Cable']
180339,['Wired Headphones']
180350,['Apple Airpods Headphones']
180351,['ThinkPad Laptop']
180352,['Bose SoundSport Headphones']
180353,"['AA Batteries (4-pack)', '27in FHD Monitor']"
180357,['USB-C Charging Cable']
180358,['AA Batteries (4-pack)']
180359,['LG Dryer']
180360,['ThinkPad Laptop']
180361,['USB-C Charging Cable']
180362,['AA Batteries (4-pack)']
180364,['Lightning Charging Cable']
180365,"['Lightning Charging Cable', 'Google Phone']"
180366,['Wired Headphones']
180369,['Flatscreen TV']
180370,"['Google Phone', 'USB-C Charging Cable']"
180371,['Wired Headphones']
180372,['AA Batteries (4-pack)']
180373,['AA Batteries (4-pack)']
180374,['Wired Headphones']
180376,['Bose SoundSport Headphones']
180377,['AAA Batteries (4-pack)']
180378,['Apple Airpods Headphones']
180380,['Apple Airpods Headphones']
180381,['USB-C Charging Cable']
180382,"['AAA Batteries (4-pack)', 'AA Batteries (4-pack)']"
180383,['USB-C Charging Cable']
180384,['Apple Airpods Headphones']
180385,['USB-C Charging Cable']
180386,['Wired Headphones']
180387,['USB-C Charging Cable']
180388,['USB-C Charging Cable']
180389,['Lightning Charging Cable']
180390,['AA Batteries (4-pack)']
180391,['LG Washing Machine']
180392,['Apple Airpods Headphones']
180393,['Apple Airpods Headphones']
180394,['iPhone']
180396,['Lightning Charging Cable']
180397,"['AA Batteries (4-pack)', 'Apple Airpods Headphones']"
180398,['LG Dryer']
180399,"['iPhone', 'Lightning Charging Cable']"
180401,['ThinkPad Laptop']
180402,['Lightning Charging Cable']
180403,['Bose SoundSport Headphones']
180404,['AA Batteries (4-pack)']
180405,['Wired Headphones']
180406,"['Bose SoundSport Headphones', 'Lightning Charging Cable']"
180407,['Lightning Charging Cable']
180408,['USB-C Charging Cable']
180409,['Lightning Charging Cable']
180413,['Wired Headphones']
180418,['AA Batteries (4-pack)']
180419,['USB-C Charging Cable']
180420,['ThinkPad Laptop']
180421,['iPhone']
180422,"['Google Phone', 'USB-C Charging Cable']"
180423,['Google Phone']
180424,['USB-C Charging Cable']
180425,['Lightning Charging Cable']
180427,['USB-C Charging Cable']
180428,['Wired Headphones']
180429,['ThinkPad Laptop']
180430,['Google Phone']
180431,['Macbook Pro Laptop']
180435,['AA Batteries (4-pack)']
180437,['AAA Batteries (4-pack)']
180439,['Flatscreen TV']
180440,['Wired Headphones']
180441,['AAA Batteries (4-pack)']
180442,['Bose SoundSport Headphones']
180443,['USB-C Charging Cable']
180444,['Apple Airpods Headphones']
180445,['Lightning Charging Cable']
180446,['Lightning Charging Cable']
180447,['Wired Headphones']
180449,['ThinkPad Laptop']
180450,['AA Batteries (4-pack)']
180451,['Macbook Pro Laptop']
180452,['Lightning Charging Cable']
180453,['AA Batteries (4-pack)']
180455,['Wired Headphones']
180456,"['iPhone', 'Apple Airpods Headphones']"
180457,['Wired Headphones']
180458,['USB-C Charging Cable']
180460,['Google Phone']
180461,['Lightning Charging Cable']
180462,['USB-C Charging Cable']
180464,['Bose SoundSport Headphones']
180465,['AAA Batteries (4-pack)']
180466,['Bose SoundSport Headphones']
180467,"['Apple Airpods Headphones', 'USB-C Charging Cable']"
180468,['USB-C Charging Cable']
180469,['Wired Headphones']
180470,['USB-C Charging Cable']
180471,['AAA Batteries (4-pack)']
180472,['AA Batteries (4-pack)']
180473,['AA Batteries (4-pack)']
180474,['Lightning Charging Cable']
180476,['Bose SoundSport Headphones']
180478,['Wired Headphones']
180480,['Bose SoundSport Headphones']
180481,['Wired Headphones']
180482,['AAA Batteries (4-pack)']
180483,['AAA Batteries (4-pack)']
180486,['USB-C Charging Cable']
180487,['20in Monitor']
180488,['Lightning Charging Cable']
180489,['AA Batteries (4-pack)']
180490,['Apple Airpods Headphones']
180491,['AA Batteries (4-pack)']
180492,['Apple Airpods Headphones']
180493,['Wired Headphones']
180494,['iPhone']
180495,['USB-C Charging Cable']
180496,['Macbook Pro Laptop']
180497,['Lightning Charging Cable']
180498,['Apple Airpods Headphones']
180501,['AA Batteries (4-pack)']
180502,['USB-C Charging Cable']
180503,['AAA Batteries (4-pack)']
180504,['AAA Batteries (4-pack)']
180505,['Lightning Charging Cable']
180506,['AA Batteries (4-pack)']
180507,['AAA Batteries (4-pack)']
180508,['USB-C Charging Cable']
180509,['20in Monitor']
180513,['Wired Headphones']
180514,"['iPhone', 'Wired Headphones']"
180515,"['Apple Airpods Headphones', '27in 4K Gaming Monitor']"
180518,['Apple Airpods Headphones']
180519,['AA Batteries (4-pack)']
180520,['AAA Batteries (4-pack)']
180521,['AA Batteries (4-pack)']
180522,['USB-C Charging Cable']
180523,"['iPhone', 'Lightning Charging Cable']"
180524,['Bose SoundSport Headphones']
180526,['Wired Headphones']
180527,['Wired Headphones']
180528,['Bose SoundSport Headphones']
180529,['Lightning Charging Cable']
180530,['ThinkPad Laptop']
180531,['Apple Airpods Headphones']
180532,"['iPhone', 'Lightning Charging Cable']"
180533,['Flatscreen TV']
180535,['iPhone']
180536,['Lightning Charging Cable']
180537,['AAA Batteries (4-pack)']
180538,['Bose SoundSport Headphones']
180539,['Apple Airpods Headphones']
180550,['Apple Airpods Headphones']
180551,['USB-C Charging Cable']
180552,['AA Batteries (4-pack)']
180553,['USB-C Charging Cable']
180555,['Bose SoundSport Headphones']
180557,['USB-C Charging Cable']
180558,"['27in 4K Gaming Monitor', 'Vareebadd Phone']"
180559,['Flatscreen TV']
180570,['USB-C Charging Cable']
180571,['Bose SoundSport Headphones']
180572,['AA Batteries (4-pack)']
180574,['Google Phone']
180575,['Bose SoundSport Headphones']
180576,['Lightning Charging Cable']
180577,['AA Batteries (4-pack)']
180578,['AAA Batteries (4-pack)']
180580,['Apple Airpods Headphones']
180581,['Lightning Charging Cable']
180582,['Lightning Charging Cable']
180583,['Google Phone']
180584,['Apple Airpods Headphones']
180585,['USB-C Charging Cable']
180586,['Lightning Charging Cable']
180587,['AAA Batteries (4-pack)']
180588,['USB-C Charging Cable']
180589,['AAA Batteries (4-pack)']
180590,['Wired Headphones']
180591,['Apple Airpods Headphones']
180592,['USB-C Charging Cable']
180593,['Apple Airpods Headphones']
180594,['Lightning Charging Cable']
180595,['AAA Batteries (4-pack)']
180596,['Wired Headphones']
180597,['AAA Batteries (4-pack)']
180598,['Macbook Pro Laptop']
180599,['Apple Airpods Headphones']
180601,['Lightning Charging Cable']
180603,['Wired Headphones']
180604,['Apple Airpods Headphones']
180605,['AA Batteries (4-pack)']
180606,['Apple Airpods Headphones']
180607,['USB-C Charging Cable']
180608,['USB-C Charging Cable']
180609,['Wired Headphones']
180613,['Lightning Charging Cable']
180618,['Lightning Charging Cable']
180619,['Lightning Charging Cable']
180620,['Bose SoundSport Headphones']
180621,['Flatscreen TV']
180622,['USB-C Charging Cable']
180623,['Lightning Charging Cable']
180625,['Lightning Charging Cable']
180626,['iPhone']
180627,"['iPhone', 'Lightning Charging Cable']"
180628,['Vareebadd Phone']
180629,['Google Phone']
180631,"['AA Batteries (4-pack)', 'Lightning Charging Cable']"
180640,['Wired Headphones']
180641,['iPhone']
180642,['iPhone']
180644,['USB-C Charging Cable']
180645,['ThinkPad Laptop']
180646,['iPhone']
180647,['20in Monitor']
180648,['Wired Headphones']
180649,['ThinkPad Laptop']
180650,['Apple Airpods Headphones']
180651,"['AA Batteries (4-pack)', 'Wired Headphones']"
180652,"['Google Phone', 'USB-C Charging Cable']"
180653,['Apple Airpods Headphones']
180657,['Macbook Pro Laptop']
180658,['AA Batteries (4-pack)']
180659,['LG Washing Machine']
180660,['Lightning Charging Cable']
180661,['Bose SoundSport Headphones']
180662,['Apple Airpods Headphones']
180664,['ThinkPad Laptop']
180665,['Lightning Charging Cable']
180666,['iPhone']
180668,['Flatscreen TV']
180671,"['Apple Airpods Headphones', 'Wired Headphones']"
180676,"['Apple Airpods Headphones', '27in FHD Monitor']"
180680,['AAA Batteries (4-pack)']
180681,['Bose SoundSport Headphones']
180682,['USB-C Charging Cable']
180683,['Apple Airpods Headphones']
180684,['Wired Headphones']
180685,['Apple Airpods Headphones']
180686,['Wired Headphones']
180687,['AA Batteries (4-pack)']
180689,['AA Batteries (4-pack)']
180690,['USB-C Charging Cable']
180692,['USB-C Charging Cable']
180693,['AA Batteries (4-pack)']
180694,['AA Batteries (4-pack)']
180695,['Lightning Charging Cable']
180696,['AA Batteries (4-pack)']
180697,['USB-C Charging Cable']
180698,['20in Monitor']
180699,['Lightning Charging Cable']
180701,['ThinkPad Laptop']
180703,['Apple Airpods Headphones']
180704,['Lightning Charging Cable']
180705,['USB-C Charging Cable']
180706,['Bose SoundSport Headphones']
180707,['Lightning Charging Cable']
180708,['AA Batteries (4-pack)']
180709,['Wired Headphones']
180713,['Lightning Charging Cable']
180719,['Apple Airpods Headphones']
180720,['Bose SoundSport Headphones']
180721,['AAA Batteries (4-pack)']
180722,['USB-C Charging Cable']
180723,"['Google Phone', 'USB-C Charging Cable', 'Bose SoundSport Headphones']"
180724,['Apple Airpods Headphones']
180725,['Bose SoundSport Headphones']
180726,['Wired Headphones']
180727,['AA Batteries (4-pack)']
180728,['ThinkPad Laptop']
180729,['USB-C Charging Cable']
180730,['Lightning Charging Cable']
180731,['AA Batteries (4-pack)']
180732,['Wired Headphones']
180733,['AA Batteries (4-pack)']
180735,['Flatscreen TV']
180736,['AA Batteries (4-pack)']
180737,['USB-C Charging Cable']
180738,['Bose SoundSport Headphones']
180739,['Bose SoundSport Headphones']
180740,['Apple Airpods Headphones']
180741,['AAA Batteries (4-pack)']
180742,['Lightning Charging Cable']
180743,['USB-C Charging Cable']
180744,['USB-C Charging Cable']
180746,['AAA Batteries (4-pack)']
180747,['Lightning Charging Cable']
180748,['AAA Batteries (4-pack)']
180749,['ThinkPad Laptop']
180750,['Lightning Charging Cable']
180751,['Lightning Charging Cable']
180752,['Bose SoundSport Headphones']
180753,['AAA Batteries (4-pack)']
180755,['Bose SoundSport Headphones']
180757,['Apple Airpods Headphones']
180759,['Wired Headphones']
180760,['AAA Batteries (4-pack)']
180761,['USB-C Charging Cable']
180762,['AA Batteries (4-pack)']
180765,['USB-C Charging Cable']
180766,['AA Batteries (4-pack)']
180768,['Wired Headphones']
180769,['AA Batteries (4-pack)']
180770,['AA Batteries (4-pack)']
180771,['AA Batteries (4-pack)']
180772,['Wired Headphones']
180774,['Bose SoundSport Headphones']
180775,['AAA Batteries (4-pack)']
180776,['AA Batteries (4-pack)']
180777,['Google Phone']
180778,['AAA Batteries (4-pack)']
180780,['Lightning Charging Cable']
180781,['USB-C Charging Cable']
180782,['AAA Batteries (4-pack)']
180784,['Apple Airpods Headphones']
180785,['AAA Batteries (4-pack)']
180786,['USB-C Charging Cable']
180787,['USB-C Charging Cable']
180788,['iPhone']
180797,"['AAA Batteries (4-pack)', '27in 4K Gaming Monitor']"
180801,['Lightning Charging Cable']
180802,['Flatscreen TV']
180803,['USB-C Charging Cable']
180805,['Lightning Charging Cable']
180806,['Wired Headphones']
180807,['20in Monitor']
180808,['USB-C Charging Cable']
180809,['ThinkPad Laptop']
180813,['Wired Headphones']
180814,"['Vareebadd Phone', 'USB-C Charging Cable']"
180818,['Vareebadd Phone']
180820,['AA Batteries (4-pack)']
180822,['Wired Headphones']
180823,['Lightning Charging Cable']
180824,['Apple Airpods Headphones']
180825,['Wired Headphones']
180826,['Lightning Charging Cable']
180827,['Macbook Pro Laptop']
180828,['AA Batteries (4-pack)']
180829,['AAA Batteries (4-pack)']
180830,"['Apple Airpods Headphones', 'AAA Batteries (4-pack)']"
180831,['AAA Batteries (4-pack)']
180832,['Apple Airpods Headphones']
180833,['USB-C Charging Cable']
180835,['Apple Airpods Headphones']
180836,['USB-C Charging Cable']
180837,['AA Batteries (4-pack)']
180838,['AA Batteries (4-pack)']
180839,['Bose SoundSport Headphones']
180840,['Lightning Charging Cable']
180841,['Wired Headphones']
180842,['Lightning Charging Cable']
180843,['AA Batteries (4-pack)']
180844,['AA Batteries (4-pack)']
180845,['Wired Headphones']
180846,['ThinkPad Laptop']
180847,['AAA Batteries (4-pack)']
180848,['AA Batteries (4-pack)']
180849,['Lightning Charging Cable']
180850,['Lightning Charging Cable']
180851,['Flatscreen TV']
180852,['AA Batteries (4-pack)']
180855,['AA Batteries (4-pack)']
180857,"['Bose SoundSport Headphones', 'AA Batteries (4-pack)']"
180858,['USB-C Charging Cable']
180859,['Wired Headphones']
180861,['AA Batteries (4-pack)']
180862,['AA Batteries (4-pack)']
180864,['Wired Headphones']
180865,['iPhone']
180866,['Google Phone']
180869,['Lightning Charging Cable']
180870,['Apple Airpods Headphones']
180871,['Wired Headphones']
180872,['USB-C Charging Cable']
180873,['USB-C Charging Cable']
180874,"['Google Phone', 'Bose SoundSport Headphones']"
180875,['Bose SoundSport Headphones']
180876,['USB-C Charging Cable']
180877,['AA Batteries (4-pack)']
180880,['Apple Airpods Headphones']
180881,['AA Batteries (4-pack)']
180882,['USB-C Charging Cable']
180883,['LG Dryer']
180884,"['iPhone', 'Lightning Charging Cable', 'Wired Headphones']"
180885,['Google Phone']
180886,['Apple Airpods Headphones']
180887,['Google Phone']
180888,['Bose SoundSport Headphones']
180890,['USB-C Charging Cable']
180892,['AA Batteries (4-pack)']
180893,['AAA Batteries (4-pack)']
180895,['Apple Airpods Headphones']
180896,['Macbook Pro Laptop']
180897,['Bose SoundSport Headphones']
180898,['AAA Batteries (4-pack)']
180899,['Lightning Charging Cable']
180901,['Wired Headphones']
180902,['AA Batteries (4-pack)']
180903,['AAA Batteries (4-pack)']
180904,['AAA Batteries (4-pack)']
180905,['Apple Airpods Headphones']
180906,['ThinkPad Laptop']
180907,"['iPhone', 'Wired Headphones']"
180908,['Apple Airpods Headphones']
180909,['ThinkPad Laptop']
180911,"['iPhone', 'Wired Headphones']"
180913,['Lightning Charging Cable']
180915,"['iPhone', 'Lightning Charging Cable']"
180918,['Macbook Pro Laptop']
180919,['USB-C Charging Cable']
180920,['iPhone']
180921,['Macbook Pro Laptop']
180924,['AAA Batteries (4-pack)']
180925,['Wired Headphones']
180927,['Apple Airpods Headphones']
180928,['AAA Batteries (4-pack)']
180929,['AA Batteries (4-pack)']
180930,['Lightning Charging Cable']
180931,['ThinkPad Laptop']
180932,['Apple Airpods Headphones']
180933,['USB-C Charging Cable']
180935,['Flatscreen TV']
180936,['USB-C Charging Cable']
180937,['AAA Batteries (4-pack)']
180938,['Lightning Charging Cable']
180939,['AA Batteries (4-pack)']
180940,['Apple Airpods Headphones']
180941,['AAA Batteries (4-pack)']
180942,['AAA Batteries (4-pack)']
180943,['USB-C Charging Cable']
180944,['AAA Batteries (4-pack)']
180945,['Wired Headphones']
180946,['Flatscreen TV']
180948,['Apple Airpods Headphones']
180949,['Macbook Pro Laptop']
180951,['Lightning Charging Cable']
180952,['USB-C Charging Cable']
180953,['20in Monitor']
180959,['USB-C Charging Cable']
180960,['Wired Headphones']
180961,['Lightning Charging Cable']
180962,['AAA Batteries (4-pack)']
180964,['Macbook Pro Laptop']
180965,['USB-C Charging Cable']
180966,['USB-C Charging Cable']
180968,['Wired Headphones']
180969,['20in Monitor']
180970,['AAA Batteries (4-pack)']
180972,['Vareebadd Phone']
180973,['Wired Headphones']
180975,['Bose SoundSport Headphones']
180976,['Macbook Pro Laptop']
180979,"['Lightning Charging Cable', 'LG Dryer']"
180981,['AA Batteries (4-pack)']
180982,['Wired Headphones']
180983,['20in Monitor']
180985,['AA Batteries (4-pack)']
180986,['USB-C Charging Cable']
180987,['USB-C Charging Cable']
180988,['Wired Headphones']
180989,['Apple Airpods Headphones']
180990,['USB-C Charging Cable']
180991,['USB-C Charging Cable']
180992,['Wired Headphones']
180993,['AA Batteries (4-pack)']
180995,['AA Batteries (4-pack)']
180996,['Apple Airpods Headphones']
180997,['Apple Airpods Headphones']
180998,['Macbook Pro Laptop']
180999,['Bose SoundSport Headphones']
181009,"['Apple Airpods Headphones', 'Bose SoundSport Headphones']"
181022,"['Google Phone', 'USB-C Charging Cable']"
181027,"['iPhone', 'Lightning Charging Cable']"
181063,"['AAA Batteries (4-pack)', 'Google Phone']"
181069,"['34in Ultrawide Monitor', 'Macbook Pro Laptop']"
181096,"['AA Batteries (4-pack)', 'USB-C Charging Cable']"
